대학코드	모집정원	학과코드	계열	학과명	수시 경쟁률	정시 경쟁률
0002800	35	0237788	인문사회계열	경찰행정학과	13.59 : 1	18 : 1
0002800	40	0230553	인문사회계열	행정학과	7.85 : 1	5.33 : 1
0002800	34	0209652	인문사회계열	사회복지학과	14.89 : 1	5.41 : 1
0002800	32	U013461	인문사회계열	상담심리학과	0 : 1	0 : 1
0000146	48	0116448	자연과학계열	생명과학과	21.14 : 1	6.63 : 1
0000146	41	0117603	자연과학계열	의학과(예과)	180.57 : 1	5.7 : 1
0000146	73	0114252	자연과학계열	간호학과	17.25 : 1	6.74 : 1
0000146	36	0117101	자연과학계열	약학과	34.73 : 1	32.4 : 1
0000146	118	0114520	인문사회계열	경영학과	27 : 1	6.18 : 1
0000146	44	0114156	인문사회계열	e-비즈니스학과	9.75 : 1	5.94 : 1
0000146	40	0224015	인문사회계열	금융공학과	11 : 1	5.23 : 1
0000146	52	0224560	인문사회계열	글로벌경영학과	1 : 1	0 : 1
0000146	33	0114930	인문사회계열	국어국문학과	17.16 : 1	12.6 : 1
0000146	63	0117233	인문사회계열	영어영문학과	8 : 1	5 : 1
0000021	25	0014604	인문사회계열	법학과	3.35 : 1	1.21 : 1
0000021	30	0014992	인문사회계열	행정학과	5.5 : 1	3.5 : 1
0000021	16	0018074	인문사회계열	국어교육과	9.25 : 1	4.33 : 1
0000021	16	0017658	인문사회계열	윤리교육과	9.75 : 1	4 : 1
0000021	24	0013915	인문사회계열	영어교육과	4.11 : 1	4.25 : 1
0000021	19	U005831	자연과학계열	교육공학과	3.53 : 1	2.67 : 1
0000021	20	0021123	자연과학계열	수학교육과	4.63 : 1	3.33 : 1
0000021	28	0040270	자연과학계열	컴퓨터교육과	4 : 1	2.43 : 1
0000021	29	U013280	공학계열	전기전자교육과	2.73 : 1	1.82 : 1
0000021	28	0000750	공학계열	기계교육과	4.27 : 1	2.5 : 1
0000147	47	0235792	공학계열	컴퓨터공학과	0 : 1	0 : 1
0000147	85	0235788	공학계열	정보전기전자공학과	7.92 : 1	9.14 : 1
0000147	39	0235787	공학계열	정보전기전자공학과 (야)	4.21 : 1	4.62 : 1
0000147	45	0235771	공학계열	소프트웨어학과	10 : 1	7.56 : 1
0000147	43	0235452	공학계열	도시정보공학과	0 : 1	0 : 1
0000147	38	0235451	공학계열	도시정보공학과 (야)	0 : 1	0 : 1
0000147	42	0235800	공학계열	환경에너지공학과	0 : 1	0 : 1
0000147	20	0236916	공학계열	AI융합학과	9.4 : 1	11.33 : 1
0000149	189	0002566	공학계열	전기전자공학부	15.47 : 1	5.24 : 1
0000149	75	0000145	공학계열	건축공학과	11.29 : 1	4.07 : 1
0000149	35	0002095	공학계열	도시공학과	12.5 : 1	3.2 : 1
0000149	75	0000908	공학계열	사회환경시스템공학부	12.29 : 1	4 : 1
0000149	123	0000741	공학계열	기계공학부	13.24 : 1	4.49 : 1
0000149	102	0224122	공학계열	신소재공학부	15.68 : 1	6.63 : 1
0000149	38	0219461	공학계열	산업공학과	15.05 : 1	4.94 : 1
0000149	20	U013482	공학계열	IT융합공학과	9.93 : 1	7 : 1
0000149	50	0229601	공학계열	시스템반도체공학과	0 : 1	0 : 1
0000149	29	0021394	자연과학계열	시스템생물학	17.24 : 1	4.31 : 1
0000151	112	0220369	공학계열	전기공학과	7.31 : 1	5.12 : 1
0000151	133	0220367	공학계열	전자공학과	6.64 : 1	8.32 : 1
0000151	107	0220366	공학계열	컴퓨터공학과	9.09 : 1	7.48 : 1
0000151	107	0220364	공학계열	정보통신공학과	5.36 : 1	3.89 : 1
0000151	97	0237190	공학계열	미래자동차공학과	5.76 : 1	4.14 : 1
0000151	65	0237191	공학계열	로봇공학과	4.62 : 1	3.87 : 1
0000151	42	U013496	공학계열	소프트웨어융합학부	0 : 1	0 : 1
0000151	59	0018911	인문사회계열	정치외교학과	6.16 : 1	9.5 : 1
0000151	84	0013826	인문사회계열	행정학과	5.67 : 1	7.21 : 1
0000151	42	0017962	인문사회계열	심리학과	10.27 : 1	4.7 : 1
0000237	20	0231580	인문사회계열	아동・가족상담학과	1.8 : 1	0.56 : 1
0000237	25	0235166	예체능계열	연계전공학부(미용건강관리전공)	1.5 : 1	0 : 1
0000237	20	0235163	자연과학계열	연계전공학부(웰빙조리창업전공)	1.55 : 1	0.53 : 1
0000237	20	0237680	예체능계열	연계전공학부(실버재활전공)	1.15 : 1	0.5 : 1
0000156	39	0231600	인문사회계열	관광경영학과	18.78 : 1	4 : 1
0000156	47	0013317	인문사회계열	경찰행정학과	16.3 : 1	4.54 : 1
0000156	38	0013530	인문사회계열	중국학과	9.15 : 1	5.31 : 1
0000156	80	0231869	공학계열	AI학부	22.51 : 1	3.7 : 1
0000156	42	0205109	자연과학계열	산업환경보건학과	9.39 : 1	4.73 : 1
0000156	31	0022162	자연과학계열	생명과학과	12.48 : 1	3.83 : 1
0000156	44	0231658	자연과학계열	식품조리학부	11.41 : 1	4.54 : 1
0000156	34	0010047	자연과학계열	물리치료학과	15.45 : 1	5.2 : 1
0000156	48	0212726	인문사회계열	사회복지학과	19.84 : 1	5.25 : 1
0000157	36	0019368	인문사회계열	심리학과	3.69 : 1	1.08 : 1
0000157	41	0235160	인문사회계열	아동사회복지학부	3.83 : 1	0.27 : 1
0000157	54	0009641	자연과학계열	약학과	28 : 1	11.63 : 1
0000157	38	0014557	인문사회계열	유아특수교육과	1.71 : 1	0.25 : 1
0000157	13	0234979	인문사회계열	자율전공학부(전주)	1.27 : 1	0.22 : 1
0000157	18	0234978	인문사회계열	자율전공학부(진천)	1.4 : 1	0.19 : 1
0000157	31	0009456	자연과학계열	작업치료학과	3.15 : 1	0.31 : 1
0000157	34	0235159	자연과학계열	재활상담학과	1.67 : 1	0.04 : 1
0000157	27	0235723	공학계열	전기자동차공학부	2.57 : 1	0.09 : 1
0000157	26	0002220	공학계열	정보보안학과	1.65 : 1	0.06 : 1
0000240	41	0213139	인문사회계열	글로벌호텔매니지먼트학과	2.68 : 1	2.3 : 1
0000240	50	0230353	인문사회계열	글로벌조리학부 글로벌조리전공	9.51 : 1	5 : 1
0000240	30	0230354	인문사회계열	글로벌조리학부 폴보퀴즈조리전공	6.75 : 1	5.33 : 1
0000240	40	0232731	인문사회계열	글로벌조리학부 글로벌외식창업전공	5.15 : 1	0 : 1
0000240	100	0217464	자연과학계열	외식조리학부 외식조리전공	13.6 : 1	9 : 1
0000240	50	0236709	자연과학계열	외식조리학부 한식・조리과학전공	5.45 : 1	5 : 1
0000240	40	0227087	인문사회계열	외식조리학부 외식,조리경영전공	8.16 : 1	10.5 : 1
0000240	30	U012956	인문사회계열	외식조리학부 제과제빵・조리전공	0 : 1	0 : 1
0000240	60	0021274	자연과학계열	외식조리영양학부	5.48 : 1	5.67 : 1
0000240	60	0017141	인문사회계열	호텔관광경영학과	7.91 : 1	3.11 : 1
0000158	41	0011423	인문사회계열	경영학부(경영학 야간) (야)	1.05 : 1	0.67 : 1
0000158	23	0237438	자연과학계열	자연과학계열	1.67 : 1	3.8 : 1
0000158	37	0022580	자연과학계열	수학과	1.6 : 1	1.5 : 1
0000158	40	U013654	자연과학계열	반도체학과	0 : 1	0 : 1
0000158	50	U013655	자연과학계열	나노에너지화학과	0 : 1	0 : 1
0000158	64	0020408	자연과학계열	생명과학부	2.69 : 1	2 : 1
0000158	75	0116736	예체능계열	스포츠과학부	6 : 1	1.36 : 1
0000158	21	0237437	자연과학계열	생활과학계열	0 : 1	2.61 : 1
0000158	60	U003903	자연과학계열	생활과학부(아동·가정복지학)	2.57 : 1	1.27 : 1
0000158	41	0020994	자연과학계열	주거환경학전공	2.14 : 1	1.79 : 1
0000159	28	0014848	인문사회계열	역사교육과	6 : 1	5.33 : 1
0000159	18	0019050	인문사회계열	교육학과	3 : 1	2.5 : 1
0000159	35	0016370	인문사회계열	유아교육과	8 : 1	3.33 : 1
0000159	30	0012558	인문사회계열	중등특수교육과	4.5 : 1	2.5 : 1
0000159	29	0021868	자연과학계열	가정교육과	4.42 : 1	2.67 : 1
0000159	29	0020388	자연과학계열	수학교육과	4 : 1	4 : 1
0000159	35	0006221	예체능계열	체육교육과	24.35 : 1	8.7 : 1
0000159	30	U013554	자연과학계열	동물보건학과	0 : 1	0 : 1
0000159	34	0227499	자연과학계열	반려동물산업학과	6.62 : 1	4 : 1
0000159	42	0022347	자연과학계열	생명과학부	1.78 : 1	0.58 : 1
0000154	50	0208254	자연과학계열	작업치료학과	5.38 : 1	5 : 1
0000163	33	0219142	자연과학계열	수학과	6.76 : 1	0 : 1
0000163	38	0219141	자연과학계열	통계학과	7.66 : 1	0 : 1
0000163	23	0219140	자연과학계열	물리학과	6.71 : 1	0 : 1
0000163	64	0211669	자연과학계열	화학생명분자과학부	18.61 : 1	0 : 1
0000163	28	0039481	자연과학계열	화학・나노과학전공	7.81 : 1	0 : 1
0000163	28	0021780	자연과학계열	생명과학전공	12.08 : 1	0 : 1
0000163	0	0219240	공학계열	소프트웨어학부	0 : 1	0 : 1
0000163	7	U005273	공학계열	컴퓨터공학전공(인문)	5.63 : 1	0 : 1
0000163	46	U005274	공학계열	컴퓨터공학전공(자연)	14.33 : 1	0 : 1
0000163	28	0220181	공학계열	사이버보안전공	8.86 : 1	0 : 1
0000164	32	U013147	인문사회계열	국제통상학과	0 : 1	0 : 1
0000164	30	U013148	인문사회계열	문화콘텐츠학과	0 : 1	0 : 1
0000164	31	0231478	예체능계열	음악학과	0 : 1	0 : 1
0000164	26	U013153	인문사회계열	자유전공학부	0 : 1	0 : 1
0000164	36	0000753	공학계열	건축학과	3.06 : 1	1 : 1
0000164	57	0218827	공학계열	멀티미디어학부	2.47 : 1	1.8 : 1
0000164	32	0218672	공학계열	미래에너지공학과	1.33 : 1	0.37 : 1
0000164	31	0204176	공학계열	산업경영공학과	1.66 : 1	0.75 : 1
0000164	45	0218671	공학계열	실내건축학과	3.88 : 1	6.25 : 1
0000164	20	U013152	예체능계열	웹툰영상학과	0 : 1	0 : 1
0002660	129	0174605	공학계열	기계공학과	6.27 : 1	4.97 : 1
0002660	79	0174589	공학계열	전기공학과	5.27 : 1	6.33 : 1
0002660	119	0174603	공학계열	전자공학과	6.31 : 1	4.58 : 1
0002660	71	0174585	공학계열	산업경영공학과	6.04 : 1	5.95 : 1
0002660	43	0174623	공학계열	신소재공학과	16.78 : 1	6.7 : 1
0002660	43	0174632	공학계열	안전공학과	5.19 : 1	6.36 : 1
0002660	34	0207983	공학계열	에너지화학공학과	9.55 : 1	6.25 : 1
0002660	46	0216226	공학계열	메카트로닉스공학과	5.59 : 1	6.23 : 1
0002660	117	0174600	공학계열	컴퓨터공학부	9.72 : 1	7.2 : 1
0002660	85	0174613	공학계열	정보통신공학과	7.85 : 1	7.29 : 1
0000169	55	0205846	자연과학계열	화학과	12 : 1	5.42 : 1
0000169	39	0205845	자연과학계열	생명과학과	13.36 : 1	6.86 : 1
0000169	41	0205844	자연과학계열	해양과학과	8.31 : 1	9.92 : 1
0000169	48	0220276	자연과학계열	식품영양학과	10.23 : 1	5.71 : 1
0000169	176	0205841	인문사회계열	경영학과	15.12 : 1	6.09 : 1
0000169	40	U003638	인문사회계열	글로벌금융학과(인문)	11.8 : 1	6.7 : 1
0000169	5	U003639	인문사회계열	글로벌금융학과(자연)	0 : 1	4.57 : 1
0000169	78	U003640	인문사회계열	아태물류학부(인문)	11.78 : 1	4.46 : 1
0000169	7	U003641	인문사회계열	아태물류학부(자연)	0 : 1	7.86 : 1
0000169	85	0220280	인문사회계열	국제통상학과	13.93 : 1	8.41 : 1
0000023	28	0227642	자연과학계열	원예생명공학과	10 : 1	4 : 1
0000023	28	0227643	자연과학계열	응용생물학과	8 : 1	8 : 1
0000023	27	0226915	자연과학계열	산림자원학과	8.11 : 1	4.89 : 1
0000023	26	0020502	자연과학계열	임산공학과	10.41 : 1	7.88 : 1
0000023	29	0209038	자연과학계열	조경학과	7.78 : 1	4.89 : 1
0000023	27	0226926	자연과학계열	농생명화학과	7.83 : 1	5.86 : 1
0000023	28	0020723	자연과학계열	식품공학과	9.88 : 1	10.5 : 1
0000023	28	0237339	자연과학계열	분자생명공학과	25.82 : 1	5.38 : 1
0000023	59	0021367	자연과학계열	동물자원학부	9.06 : 1	4.39 : 1
0000023	24	0055550	자연과학계열	지역 ・ 바이오시스템공학과	11.39 : 1	4.75 : 1
0000024	34	U000163	자연과학계열	문화콘텐츠학부	6.85 : 1	2.52 : 1
0000024	16	U004854	자연과학계열	문화콘텐츠학부(멀티미디어전공)	6.46 : 1	0 : 1
0000024	16	U004855	자연과학계열	문화콘텐츠학부(전자상거래전공)	2.62 : 1	0 : 1
0000024	24	0229936	인문사회계열	문화관광경영학과	4.82 : 1	2.57 : 1
0000024	23	0230300	공학계열	기관시스템공학과	2.05 : 1	2.07 : 1
0000024	26	0230298	자연과학계열	양식생물학과	3.05 : 1	1.5 : 1
0000024	25	0230301	공학계열	조선해양공학과	2.38 : 1	1.67 : 1
0000024	24	0020606	자연과학계열	해양생산관리학과	2.25 : 1	1.36 : 1
0000024	27	0230299	자연과학계열	해양융합과학과	2.59 : 1	0.95 : 1
0000024	22	0118987	자연과학계열	해양바이오식품학과	3.06 : 1	0.94 : 1
0000025	80	0227213	공학계열	융합기술공학부(IT융합기전공학전공)	5.23 : 1	4.38 : 1
0000025	29	0224738	공학계열	융합기술공학부(IT응용시스템공학전공)	6.11 : 1	4.22 : 1
0000025	46	0004424	공학계열	전기공학과	8.14 : 1	3.6 : 1
0000025	162	0003675	공학계열	전자공학부	6.09 : 1	3.65 : 1
0000025	122	U013266	공학계열	컴퓨터인공지능학부	0 : 1	0 : 1
0000025	42	0225300	공학계열	토목/환경/자원․에너지공학부(자원․에너지공학전공)	8.04 : 1	5.19 : 1
0000025	60	0224736	공학계열	토목/환경/자원․에너지공학부(토목공학전공)	9.28 : 1	3.87 : 1
0000025	41	0224735	공학계열	토목/환경/자원․에너지공학부(환경공학전공)	8.24 : 1	4.43 : 1
0000025	39	0003536	공학계열	항공우주공학과	5.26 : 1	5.31 : 1
0000025	95	0004666	공학계열	화학공학부	5.88 : 1	3.63 : 1
0000171	46	0204188	자연과학계열	방사선학과	10.36 : 1	8.63 : 1
0000171	45	0204201	자연과학계열	보건관리학과	5.59 : 1	2.25 : 1
0000171	42	0204190	자연과학계열	작업치료학과	7.14 : 1	5 : 1
0000171	34	0215667	자연과학계열	바이오기능성식품학과	4.21 : 1	2 : 1
0000171	37	0209080	자연과학계열	재활학과	4.05 : 1	2.33 : 1
0000171	34	U013662	자연과학계열	환경안전생명과학과	2.9 : 1	1.5 : 1
0000171	32	0212466	예체능계열	운동처방학과	3.55 : 1	5.33 : 1
0000171	46	0004929	공학계열	건축공학과	3.88 : 1	5.75 : 1
0000171	44	0000033	공학계열	건축학과	4.38 : 1	6 : 1
0000171	40	U003536	공학계열	기계공학과	2.47 : 1	0.96 : 1
0000027	19	0015371	인문사회계열	국어교육과	7.36 : 1	4.78 : 1
0000027	19	0016319	인문사회계열	영어교육과	9.5 : 1	4.5 : 1
0000027	14	0017929	인문사회계열	사회교육과	14.71 : 1	7.5 : 1
0000027	14	0237755	인문사회계열	지리교육과	12.71 : 1	5.67 : 1
0000027	14	0011100	인문사회계열	윤리교육과	8.78 : 1	5.25 : 1
0000027	19	0020813	자연과학계열	수학교육과	5.91 : 1	6.14 : 1
0000027	14	0021803	자연과학계열	물리교육전공	3.75 : 1	2.8 : 1
0000027	14	0022621	자연과학계열	생물교육전공	9.29 : 1	5.43 : 1
0000027	17	0000577	자연과학계열	컴퓨터교육과	6.22 : 1	4.83 : 1
0000027	13	0220744	예체능계열	체육교육과	14.2 : 1	3.63 : 1
0000172	36	0229613	자연과학계열	생명과학과	3.72 : 1	0 : 1
0000172	36	0229610	자연과학계열	의생명과학과	2.92 : 1	0 : 1
0000172	22	0235322	자연과학계열	융합수리과학부	2 : 1	0 : 1
0000172	54	0229611	자연과학계열	식품영양학과	9.66 : 1	3.42 : 1
0000172	48	0229574	인문사회계열	경찰행정학과	15.83 : 1	4.13 : 1
0000172	42	0229604	인문사회계열	상담심리학과	7.92 : 1	4.71 : 1
0000172	31	0229603	자연과학계열	언어치료학과	4.5 : 1	4.14 : 1
0000172	42	0229602	자연과학계열	작업치료학과	7.3 : 1	3.5 : 1
0000172	33	0229605	공학계열	소방재난관리학과	9.3 : 1	2.7 : 1
0000172	108	0229607	인문사회계열	법학과	4.32 : 1	3.12 : 1
0000173	45	0227436	인문사회계열	경영학전공	9.71 : 1	11 : 1
0000173	45	0227422	인문사회계열	국제통상학전공	10.15 : 1	7.8 : 1
0000173	40	0223650	인문사회계열	유아교육과	10.28 : 1	4.5 : 1
0000173	20	U011082	인문사회계열	특수교육과(유아특수교육)	5.22 : 1	3 : 1
0000173	20	0232031	인문사회계열	특수교육과(초등특수교육)	5.11 : 1	1.33 : 1
0000173	20	0232030	인문사회계열	특수교육과(중등특수교육)	5.78 : 1	2.5 : 1
0000173	40	0227429	공학계열	건축학전공	7.25 : 1	6 : 1
0000173	38	0227428	공학계열	토목공학전공	4.72 : 1	4.43 : 1
0000173	40	0227427	공학계열	게임소프트웨어전공	7.39 : 1	7 : 1
0000173	45	0227426	공학계열	정보보호학전공	5.73 : 1	5.88 : 1
0000175	31	0018254	인문사회계열	유아교육과	15.37 : 1	0 : 1
0000175	53	0013993	인문사회계열	영어교육과	15.48 : 1	5.32 : 1
0000175	31	0008219	예체능계열	체육교육과	16.15 : 1	3.71 : 1
0000175	55	0216785	인문사회계열	경영경제대학	0 : 1	5.47 : 1
0000175	110	0010355	인문사회계열	경제학부	18.09 : 1	0 : 1
0000175	33	0020873	인문사회계열	응용통계학과	20.9 : 1	0 : 1
0000175	44	0013401	인문사회계열	광고홍보학과	20.74 : 1	0 : 1
0000175	41	0207362	인문사회계열	국제물류학과	17.49 : 1	0 : 1
0000175	10	U002204	인문사회계열	산업보안학과(인문)	25.3 : 1	0 : 1
0000175	20	U002203	인문사회계열	산업보안학과(자연)	24.3 : 1	5 : 1
0000174	32	0043775	예체능계열	음악학부(성악전공)	57 : 1	5.08 : 1
0000174	32	0041465	예체능계열	음악학부(피아노전공)	67.33 : 1	3.85 : 1
0000174	36	0045655	예체능계열	음악학부(관현악전공)	17.67 : 1	2.87 : 1
0000174	45	0046712	예체능계열	전통예술학부(음악예술전공)	7.09 : 1	3.75 : 1
0000174	40	0046836	예체능계열	전통예술학부(연희예술전공)	5.27 : 1	0 : 1
0000174	13	0223398	예체능계열	글로벌예술학부(TV방송연예전공)	0 : 1	0 : 1
0000174	5	0223399	예체능계열	글로벌예술학부(실용음악전공)	0 : 1	0 : 1
0000174	3	0223397	예체능계열	글로벌예술학부(게임콘텐츠・애니메이션전공)	0 : 1	0 : 1
0000174	58	0041280	예체능계열	스포츠과학부	3.1 : 1	8.14 : 1
0000174	30	U011801	예체능계열	스포츠과학부(축구,농구,야구)	17.63 : 1	0 : 1
0000239	24	0213885	예체능계열	경호학과	1.67 : 1	0.25 : 1
0000239	45	U013517	인문사회계열	자율전공학부	0 : 1	0 : 1
0000028	60	0214676	인문사회계열	경영학과	7.74 : 1	7.8 : 1
0000028	39	0224932	인문사회계열	회계학과	4.33 : 1	2.33 : 1
0000028	25	0224933	인문사회계열	세무학과	4 : 1	2.24 : 1
0000028	26	0021986	자연과학계열	수학과	4.44 : 1	2.47 : 1
0000028	30	0023460	자연과학계열	통계학과	3.45 : 1	3.19 : 1
0000028	22	0020301	자연과학계열	물리학과	3.31 : 1	2.75 : 1
0000028	56	0213781	자연과학계열	생물학화학융합학부	3.86 : 1	3.07 : 1
0000028	62	0213782	자연과학계열	생명보건학부	4.08 : 1	4.24 : 1
0000028	24	0020890	자연과학계열	의류학과	5.81 : 1	4.25 : 1
0000028	25	0021941	자연과학계열	식품영양학과	8.44 : 1	3.17 : 1
0000284	21	0226019	인문사회계열	사회적기업학과 (야)	0.57 : 1	0.56 : 1
0000284	21	0228215	예체능계열	뷰티산업학과 (야)	0.86 : 1	0.5 : 1
0000284	24	0231053	인문사회계열	부동산경영학과 (야)	1.29 : 1	0.33 : 1
0000284	26	0209201	공학계열	건축공학과	5.95 : 1	10.8 : 1
0000284	25	0232431	공학계열	설비소방학과	7.23 : 1	5.67 : 1
0000284	36	0213799	공학계열	토목환경공학과	3.09 : 1	4.04 : 1
0000284	38	0209193	공학계열	전자공학과	6.38 : 1	8.44 : 1
0000284	46	0213795	공학계열	컴퓨터공학과	8.37 : 1	21.4 : 1
0000284	41	0209196	공학계열	멀티미디어학과	7.81 : 1	8.8 : 1
0000284	32	U013234	공학계열	화학생명공학과	0 : 1	0 : 1
0000179	31	0003942	공학계열	환경공학과	0 : 1	0 : 1
0000179	51	U012862	공학계열	조경도시학과	0 : 1	0 : 1
0000179	39	0002815	공학계열	건축학과(5)	0 : 1	0 : 1
0000179	40	0004167	공학계열	건축공학과	0 : 1	0 : 1
0000179	73	0001080	공학계열	전자공학과	0 : 1	0 : 1
0000179	51	U012863	공학계열	시스템반도체공학과	0 : 1	0 : 1
0000179	46	U012864	공학계열	전기제어공학과	0 : 1	0 : 1
0000179	38	0214538	인문사회계열	국어교육과	4.9 : 1	3.73 : 1
0000179	39	0021293	자연과학계열	수학교육과	4.6 : 1	3.33 : 1
0000179	50	0007900	예체능계열	시각디자인학과	0 : 1	0 : 1
0000029	65	0014625	인문사회계열	경제학과	8.32 : 1	4.57 : 1
0000029	234	0019414	인문사회계열	경영학부	10.2 : 1	4.19 : 1
0000029	51	0019844	인문사회계열	무역학과	8.32 : 1	4.29 : 1
0000029	33	0016532	인문사회계열	농업경제학과	9.4 : 1	4.11 : 1
0000029	15	0017623	인문사회계열	국어교육과	9.75 : 1	4.13 : 1
0000029	15	0012170	인문사회계열	영어교육과	9.13 : 1	7.44 : 1
0000029	17	0016890	인문사회계열	교육학과	10 : 1	5.15 : 1
0000029	16	0017712	인문사회계열	인문・사회과학전공	13.33 : 1	5.86 : 1
0000029	48	0012698	인문사회계열	리더십과조직과학전공	10.78 : 1	6.17 : 1
0000029	17	0114685	인문사회계열	공공안전학전공	26.73 : 1	5.57 : 1
0000030	35	0022626	자연과학계열	생화학과	7.41 : 1	10.79 : 1
0000030	29	0023159	자연과학계열	천문우주학과	11.65 : 1	5 : 1
0000030	29	0021968	자연과학계열	지구환경과학과	10.75 : 1	6.8 : 1
0000030	142	0017731	인문사회계열	경영학부	16.83 : 1	6.24 : 1
0000030	74	0018200	인문사회계열	국제경영학과	11.46 : 1	5.84 : 1
0000030	49	0019987	인문사회계열	경영정보학과	9.3 : 1	5.75 : 1
0000030	115	0003113	공학계열	토목공학부	9.05 : 1	7.06 : 1
0000030	77	0001901	공학계열	기계공학부	11.16 : 1	7.2 : 1
0000030	40	0004856	공학계열	화학공학과	10 : 1	5.87 : 1
0000030	40	0005807	공학계열	신소재공학과	16.08 : 1	7.5 : 1
0000186	27	0221979	예체능계열	음악학과	4.13 : 1	1.6 : 1
0000037	0	U013367	인문사회계열	레저스포츠매니지먼트전공 (야)	0 : 1	0 : 1
0000037	0	0232588	인문사회계열	노동복지전공 (야)	0 : 1	0 : 1
0000037	0	0218080	인문사회계열	경영학과(일학습병행제) (야)	0 : 1	0 : 1
0000037	0	0215253	공학계열	메카트로닉스학과 (야)	0 : 1	0 : 1
0000037	17	U013359	공학계열	정보보안전공	0 : 1	0 : 1
0000037	20	U013360	예체능계열	제품공간디자인전공	0 : 1	0 : 1
0000037	15	U013348	인문사회계열	(인)사회복지학전공	0 : 1	0 : 1
0000037	16	U013349	인문사회계열	한국수어교육전공	0 : 1	0 : 1
0000037	16	U013350	인문사회계열	유아특수보육학전공	0 : 1	0 : 1
0000037	18	U013351	자연과학계열	의료보장구학전공	0 : 1	0 : 1
0000247	36	U012697	공학계열	산업융합공학과 (야)	0 : 1	0 : 1
0000247	41	U013249	인문사회계열	디지털경영학과  (야)	0 : 1	0 : 1
0000247	30	U012692	공학계열	스마트전자공학과	0 : 1	0 : 1
0000247	40	U012691	공학계열	AI소프트웨어학과	0 : 1	0 : 1
0000247	25	U012693	공학계열	IT융합디자인공학과	0 : 1	0 : 1
0000247	25	U012694	공학계열	스마트그린소재공학과	0 : 1	0 : 1
0000031	22	0002362	자연과학계열	컴퓨터교육과	3.87 : 1	4.8 : 1
0000031	21	0023472	자연과학계열	환경교육과	3.64 : 1	5.4 : 1
0000031	19	0008080	예체능계열	음악교육과	0 : 1	3.11 : 1
0000031	20	0007705	예체능계열	미술교육과	0 : 1	1.79 : 1
0000031	19	0006745	예체능계열	체육교육과	17.4 : 1	3.36 : 1
0000034	5	0219736	인문사회계열	행정정보학전공	4 : 1	0 : 1
0000034	82	0219688	인문사회계열	경영・통상・복지학부	6.22 : 1	4.13 : 1
0000034	9	0219726	인문사회계열	경영학전공	0 : 1	0 : 1
0000034	6	0219686	인문사회계열	융합경영전공	0 : 1	0 : 1
0000034	6	0219718	인문사회계열	국제통상전공	0 : 1	0 : 1
0000034	7	0219717	인문사회계열	사회복지학전공	6.14 : 1	0 : 1
0000034	23	0219716	예체능계열	음악학과	1.47 : 1	0.31 : 1
0000034	37	0219715	예체능계열	스포츠학부	7.83 : 1	3.55 : 1
0000034	21	0219708	인문사회계열	항공서비스학과	22.42 : 1	4.67 : 1
0000034	27	0220798	인문사회계열	항공운항학과	9.73 : 1	4.83 : 1
0000192	54	0228436	인문사회계열	중국외교통상학부	17.27 : 1	5.7 : 1
0000192	49	0228447	인문사회계열	일본언어문화학부	18 : 1	4.79 : 1
0000192	36	0228449	인문사회계열	융합일본지역학부	14.65 : 1	5.92 : 1
0000192	51	0017866	인문사회계열	정치외교학과	31.14 : 1	4.61 : 1
0000192	51	0012398	인문사회계열	행정학과	31.31 : 1	5.04 : 1
0000192	62	0115710	인문사회계열	미디어커뮤니케이션학부	34.58 : 1	4.88 : 1
0000192	54	0014828	인문사회계열	국제통상학과	26.52 : 1	5 : 1
0000192	83	0011686	인문사회계열	경제학부	23.67 : 1	6.85 : 1
0000192	141	0212091	인문사회계열	경영학부	36.99 : 1	22.25 : 1
0000192	27	0010874	인문사회계열	영어교육과	21.11 : 1	6.56 : 1
0000033	26	U013121	공학계열	인공지능공학부(컴퓨터공학전공)	3.6 : 1	10.29 : 1
0000033	37	0004953	공학계열	물류시스템공학과	2.93 : 1	4.09 : 1
0000033	29	0000565	공학계열	환경공학과	2.86 : 1	2.91 : 1
0000033	28	0001675	공학계열	토목공학과	2.68 : 1	3.27 : 1
0000033	26	0233641	예체능계열	해양스포츠과학과	12.94 : 1	2.71 : 1
0000033	54	0015418	인문사회계열	해운경영학부	4.82 : 1	9.83 : 1
0000033	63	0019487	인문사회계열	국제무역경제학부	5.53 : 1	11.73 : 1
0000033	45	0018869	인문사회계열	해사법학부	4.16 : 1	2.77 : 1
0000033	34	U013122	인문사회계열	국제관계학과	6.08 : 1	9.14 : 1
0000033	25	0012606	인문사회계열	해양행정학과	4.35 : 1	4.2 : 1
0000195	71	0005891	공학계열	기계공학과	4.83 : 1	1.83 : 1
0000195	46	0229790	공학계열	화학공학과	3.25 : 1	1.35 : 1
0000195	44	0229791	공학계열	신소재공학과	4.06 : 1	1.46 : 1
0000195	61	0002939	공학계열	컴퓨터공학과	6.87 : 1	3.45 : 1
0000195	48	0004820	공학계열	산업경영공학과	3.55 : 1	2.5 : 1
0000195	60	0237817	공학계열	AI융합학과	4.1 : 1	2.4 : 1
0000195	50	0022444	자연과학계열	수학과	2.06 : 1	1.06 : 1
0000195	45	0230169	인문사회계열	빅데이터응용학과	3.24 : 1	4.15 : 1
0000195	127	0015886	인문사회계열	경영학과	5.32 : 1	4.13 : 1
0000195	89	0225162	인문사회계열	회계학과	3.53 : 1	2.47 : 1
