대학코드	모집정원	학과코드	계열	학과명	수시 경쟁률	정시 경쟁률
0000148	22	0236915	예체능계열	게임콘텐츠학과	4 : 1	2.64 : 1
0000148	24	0236912	예체능계열	스포츠지도학과	5.96 : 1	4 : 1
0000148	24	U013588	예체능계열	체육학과	0 : 1	0 : 1
0000148	21	0235826	예체능계열	실용음악과	0.61 : 1	0.75 : 1
0000148	36	0235869	공학계열	스마트시티공학과	2.9 : 1	1.95 : 1
0000148	24	0235871	공학계열	해양바이오공학과	3.52 : 1	1.57 : 1
0000149	45	0011760	인문사회계열	국어국문학과	19.76 : 1	3.16 : 1
0000149	32	0013112	인문사회계열	중어중문학과	21.93 : 1	5.89 : 1
0000149	73	0015972	인문사회계열	영어영문학과	20.05 : 1	3.6 : 1
0000149	30	0015492	인문사회계열	독어독문학과	17.87 : 1	7 : 1
0000149	33	0013037	인문사회계열	불어불문학과	22 : 1	5.72 : 1
0000149	30	0011733	인문사회계열	노어노문학과	18.07 : 1	4.53 : 1
0000149	45	0017487	인문사회계열	사학과	20.24 : 1	4.16 : 1
0000149	35	0015783	인문사회계열	철학과	20.24 : 1	4.09 : 1
0000149	30	0015039	인문사회계열	문헌정보학과	19.73 : 1	3.13 : 1
0000149	37	0014573	인문사회계열	심리학과	22.65 : 1	4.43 : 1
0000150	741	0237251	인문사회계열	자율융합계열	4.86 : 1	4.02 : 1
0000150	30	0233288	자연과학계열	데이터사이언스학부	4.29 : 1	4.42 : 1
0000150	124	0233316	공학계열	소프트웨어학부	4.91 : 1	4.4 : 1
0000150	54	0233343	공학계열	디지털헬스케어학부	3.83 : 1	5.37 : 1
0000150	58	0233337	예체능계열	디자인예술학부	7.2 : 1	4.88 : 1
0000150	46	0233172	인문사회계열	동아시아국제학부	2.83 : 1	0 : 1
0000150	5	0233170	인문사회계열	글로벌엘리트학부	3 : 1	0 : 1
0000150	48	0232999	자연과학계열	임상병리학과	9.5 : 1	4.29 : 1
0000150	38	0233000	자연과학계열	물리치료학과	11.71 : 1	0 : 1
0000150	37	0233001	자연과학계열	작업치료학과	4.96 : 1	0 : 1
0000151	56	0020118	인문사회계열	국어국문학과	8.65 : 1	6 : 1
0000151	35	0019101	인문사회계열	일어일문학과	9.48 : 1	5.17 : 1
0000151	75	0012183	인문사회계열	영어영문학과	4.89 : 1	5.8 : 1
0000151	65	0215953	인문사회계열	유럽언어문화학부	5.2 : 1	4.44 : 1
0000151	34	0018610	인문사회계열	철학과	5 : 1	3 : 1
0000151	57	0212159	인문사회계열	역사학과	6.8 : 1	4.42 : 1
0000151	34	0221339	인문사회계열	문화인류학과	6.4 : 1	3.89 : 1
0000151	41	0220382	자연과학계열	수학과	3.65 : 1	3.6 : 1
0000151	51	0220377	자연과학계열	통계학과	4.03 : 1	4.08 : 1
0000151	36	0220390	자연과학계열	물리학과	4.47 : 1	3.18 : 1
0000153	39	0012235	인문사회계열	신학과	1.1 : 1	0.48 : 1
0000153	27	0019420	인문사회계열	기독교교육학과	1 : 1	0.69 : 1
0000153	28	0012900	인문사회계열	사회복지학과	1 : 1	0.23 : 1
0000153	27	0212280	인문사회계열	상담심리학과	1.05 : 1	1.08 : 1
0000236	50	0235172	인문사회계열	경찰행정학부(경찰행정전공)	4.92 : 1	1 : 1
0000236	25	0219932	인문사회계열	법학과	1.79 : 1	0.15 : 1
0000236	45	0235180	예체능계열	태권도학과	0 : 1	0 : 1
0000236	30	0235179	예체능계열	동양무예학과	0 : 1	0 : 1
0000236	20	0231578	공학계열	AI・컴퓨터공학과	3.47 : 1	0.11 : 1
0000236	20	0231577	공학계열	사이버보안학과	1.37 : 1	0.03 : 1
0000236	20	0235300	공학계열	기계・자동차공학과	2.58 : 1	0.03 : 1
0000236	20	0235295	공학계열	수소시스템공학과	0.89 : 1	0.03 : 1
0000236	20	0235177	공학계열	드론공간정보공학과	3.21 : 1	0.09 : 1
0000236	20	0222985	공학계열	전기전자공학과	2.42 : 1	0.09 : 1
0000237	25	0018073	인문사회계열	관광컨벤션학과	0 : 1	0 : 1
0000237	30	0014255	인문사회계열	호텔경영학과	0 : 1	0 : 1
0000237	25	0010987	인문사회계열	외식경영학과	3.04 : 1	0.07 : 1
0000237	30	0212878	예체능계열	해양레저관광학과	4.62 : 1	0.55 : 1
0000237	140	0222996	자연과학계열	조리예술학부	4.66 : 1	0.55 : 1
0000237	30	0011345	인문사회계열	항공관광학과	4.26 : 1	0.02 : 1
0000237	50	0228647	예체능계열	미용예술학과	7.31 : 1	0.42 : 1
0000237	25	0228520	예체능계열	패션디자인학과	2.92 : 1	0.43 : 1
0000237	25	0228535	예체능계열	방송사진예술학과	1.96 : 1	0.14 : 1
0000237	50	0235176	예체능계열	웹툰학과	3.51 : 1	1.06 : 1
0000155	52	0015448	인문사회계열	원불교학부	0.23 : 1	0.07 : 1
0000228	123	0009496	자연과학계열	간호학부	6.05 : 1	5.67 : 1
0000228	0	0019226	인문사회계열	사회복지학부	0 : 1	0 : 1
0000218	20	0229345	예체능계열	융합조형디자인전공	2.46 : 1	2.14 : 1
0000218	20	0229344	예체능계열	뷰티디자인전공	4.44 : 1	1.6 : 1
0000218	21	U013493	예체능계열	시각・영상디자인 전공	0 : 1	0 : 1
0000218	33	0237491	예체능계열	애니메이션&웹툰전공	0 : 1	0 : 1
0000218	16	0008358	예체능계열	실용음악전공	2.07 : 1	1.53 : 1
0000218	16	0237492	예체능계열	공연예술전공	0 : 1	0 : 1
0000218	21	U013494	예체능계열	스포츠과학과	0 : 1	0 : 1
0000219	27	0209270	예체능계열	귀금속보석디자인전공	6.47 : 1	5.09 : 1
0000219	30	0226944	예체능계열	만화게임영상전공	8.21 : 1	7 : 1
0000219	24	0226995	예체능계열	연극영화전공	4.33 : 1	2.82 : 1
0000219	8	0209262	예체능계열	음악전공	1 : 1	0.67 : 1
0000156	61	0007897	예체능계열	유도학과	5.22 : 1	2.27 : 1
0000156	65	0006736	예체능계열	유도경기지도학과	2.6 : 1	3.4 : 1
0000156	35	0231666	예체능계열	무도스포츠학과	2.79 : 1	2 : 1
0000156	60	0008297	예체능계열	동양무예학과	2.44 : 1	1.47 : 1
0000156	119	0006280	예체능계열	태권도학과	9.56 : 1	5.71 : 1
0000156	53	0007344	예체능계열	경호학과	7.38 : 1	3 : 1
0000156	49	0008381	예체능계열	스포츠레저학과	15.8 : 1	3.4 : 1
0000156	59	0007282	예체능계열	체육학과	5.53 : 1	5.33 : 1
0000156	30	0005994	예체능계열	골프학과	3.57 : 1	3 : 1
0000156	32	0015148	예체능계열	특수체육교육과	15.64 : 1	3.16 : 1
0000157	154	0226012	자연과학계열	간호학과	8.83 : 1	4.93 : 1
0000157	31	0235226	공학계열	건축인테리어디자인학과	2.68 : 1	0.05 : 1
0000157	27	0019567	인문사회계열	경영학부	2.1 : 1	0.06 : 1
0000157	35	0235091	인문사회계열	경찰학과	2.06 : 1	0.33 : 1
0000157	51	0011713	인문사회계열	경찰행정학과	3.51 : 1	1.1 : 1
0000157	26	0013273	인문사회계열	국어교육과	2.92 : 1	0.83 : 1
0000157	31	0235129	공학계열	군사기술학과	1.83 : 1	0.12 : 1
0000157	41	0216672	인문사회계열	군사안보학과	2.6 : 1	0.44 : 1
0000157	51	0216671	인문사회계열	군사학과	4.18 : 1	0 : 1
0000157	21	0216669	인문사회계열	문예창작학과	3.95 : 1	0.36 : 1
0000240	80	0213151	인문사회계열	솔브릿지경영학부	2.78 : 1	2.09 : 1
0000240	21	U012943	인문사회계열	융합경영학부 글로벌융합비즈니스학과	0 : 1	0 : 1
0000240	41	0236699	인문사회계열	융합경영학부 경영학전공	0 : 1	0 : 1
0000240	20	0236708	인문사회계열	융합경영학부 세무・부동산학전공	4.7 : 1	3 : 1
0000240	66	0236552	인문사회계열	Endicott 자율융합학부	3.55 : 1	2.8 : 1
0000240	30	0236711	공학계열	철도건설시스템학부 글로벌철도학과	2.73 : 1	4.33 : 1
0000240	50	0236710	공학계열	철도건설시스템학부 철도건설시스템전공	5.79 : 1	6.75 : 1
0000240	40	U012933	공학계열	철도건설시스템학부 건축공학전공	0 : 1	0 : 1
0000240	80	0017214	인문사회계열	철도경영학과	6.49 : 1	5.8 : 1
0000240	40	0221310	공학계열	물류시스템학과	3.9 : 1	3.67 : 1
0000158	37	0237443	인문사회계열	인문계열	1.57 : 1	3.97 : 1
0000158	53	0017690	인문사회계열	국어국문학부	2 : 1	1.3 : 1
0000158	55	0014821	인문사회계열	영어영문학과	2.77 : 1	1.67 : 1
0000158	38	0046804	인문사회계열	일본어・일본학과	3.1 : 1	1.17 : 1
0000158	38	0031976	인문사회계열	중국어・중국학과	2.22 : 1	0.89 : 1
0000158	29	0034626	인문사회계열	프랑스어・프랑스학과	1.85 : 1	1.17 : 1
0000158	37	0044744	인문사회계열	스페인・중남미학과	2.47 : 1	1.25 : 1
0000158	39	0048074	인문사회계열	역사・문화학과	2.6 : 1	1.31 : 1
0000158	36	U013658	인문사회계열	철학・상담학과	0 : 1	0 : 1
0000158	26	0237441	인문사회계열	사회과학계열	0 : 1	3.96 : 1
0000159	13	0010999	인문사회계열	원불교학과	0.73 : 1	0.14 : 1
0000159	30	0018944	인문사회계열	국어국문학과	2.48 : 1	1.13 : 1
0000159	28	0010776	인문사회계열	문예창작학과	4.35 : 1	1.11 : 1
0000159	32	0018330	인문사회계열	영어영문학과	3.11 : 1	1.23 : 1
0000159	34	0211400	인문사회계열	중국학과	1.68 : 1	0.46 : 1
0000159	30	U013550	인문사회계열	역사문화학과	1.8 : 1	0.46 : 1
0000159	148	U013551	인문사회계열	경영학과	0 : 1	0 : 1
0000159	40	U013552	인문사회계열	회계세무학과	0 : 1	0 : 1
0000159	40	U013553	인문사회계열	경제금융학과	0 : 1	0 : 1
0000159	48	0211401	자연과학계열	원예산업학과	0 : 1	0 : 1
0000160	25	0217664	인문사회계열	불교문화학과	0.43 : 1	0.92 : 1
0000160	30	0217663	인문사회계열	자율전공학부	0.7 : 1	1 : 1
0000160	9	0227131	인문사회계열	한국어학부	0.25 : 1	0 : 1
0000160	25	0217662	인문사회계열	일본언어문화학과	0.88 : 1	0.58 : 1
0000160	25	0223524	인문사회계열	경찰정보보안학과	2.21 : 1	0.21 : 1
0000160	25	0217658	인문사회계열	경영학과	1.17 : 1	1.11 : 1
0000160	40	0217656	인문사회계열	사회복지학과	1.08 : 1	0.64 : 1
0000160	25	U011819	인문사회계열	항공호텔서비스학과	0.55 : 1	0.07 : 1
0000160	28	0217653	인문사회계열	유아교육과	2.52 : 1	0.32 : 1
0000160	23	0217651	인문사회계열	초등특수교육전공	2 : 1	0.75 : 1
0000154	44	0221325	인문사회계열	경찰·소방행정학부	3.55 : 1	1.37 : 1
0000154	135	0208258	인문사회계열	사회복지학부	1.38 : 1	1.12 : 1
0000154	30	0208256	자연과학계열	호텔외식조리학과	4.2 : 1	0.41 : 1
0000154	40	0213951	예체능계열	스포츠학부	1.67 : 1	0.72 : 1
0000154	20	0233009	자연과학계열	와인사이언스학과	1.42 : 1	1.67 : 1
0000154	20	0227395	인문사회계열	보건행정학과	1.96 : 1	0.39 : 1
0000154	75	0208247	자연과학계열	간호학과	16.56 : 1	5.72 : 1
0000154	37	0208255	자연과학계열	치위생학과	6.45 : 1	2 : 1
0000154	42	0208248	자연과학계열	물리치료학과	13.31 : 1	9.5 : 1
0000154	100	U013643	공학계열	블루밍넥스트학부	0 : 1	0 : 1
0000161	46	0009304	자연과학계열	의예과	19.76 : 1	8.33 : 1
0000162	87	0009566	자연과학계열	간호학과	18.74 : 1	5.03 : 1
0000162	74	0009075	자연과학계열	임상병리학과	13.27 : 1	3.62 : 1
0000162	44	0009599	자연과학계열	안경광학과	12.79 : 1	4.44 : 1
0000162	44	0009204	자연과학계열	응급구조학과	16 : 1	3.94 : 1
0000162	69	0009661	자연과학계열	방사선학과	16.41 : 1	3.96 : 1
0000162	44	0009850	자연과학계열	치위생학과	16.29 : 1	3.71 : 1
0000162	76	0009487	자연과학계열	물리치료학과	20.55 : 1	3.9 : 1
0000162	38	0219674	자연과학계열	식품영양학과	11.74 : 1	6.8 : 1
0000162	40	0219673	자연과학계열	식품산업외식학과	12 : 1	5.8 : 1
0000162	41	0230432	자연과학계열	보건환경안전학과	10.87 : 1	4.36 : 1
0002911	40	0234430	자연과학계열	임상병리학과	11.57 : 1	4.87 : 1
0002911	35	0233516	예체능계열	스포츠아웃도어학과	13.71 : 1	0 : 1
0002911	38	0233517	인문사회계열	중독재활복지학과	5.81 : 1	6.09 : 1
0002911	91	0233395	자연과학계열	간호학과	15.34 : 1	3.91 : 1
0000163	0	0226108	인문사회계열	인문과학대학	0 : 1	0 : 1
0000163	62	0219138	인문사회계열	국어국문학과	9.66 : 1	0 : 1
0000163	62	0219137	인문사회계열	중어중문학과	8.58 : 1	0 : 1
0000163	42	0219136	인문사회계열	불어불문학과	10.62 : 1	0 : 1
0000163	28	0219135	인문사회계열	독어독문학과	9.5 : 1	0 : 1
0000163	29	0219134	인문사회계열	사학과	16.66 : 1	0 : 1
0000163	28	0219133	인문사회계열	철학과	13.75 : 1	0 : 1
0000163	20	0219132	인문사회계열	기독교학과	9.14 : 1	0 : 1
0000163	81	0219131	인문사회계열	영어영문학부	10.43 : 1	0 : 1
0000163	0	0219153	인문사회계열	사회과학대학	0 : 1	0 : 1
0000164	97	0009774	자연과학계열	의예과	8.93 : 1	3.45 : 1
0000164	39	0010053	자연과학계열	약학과	25.72 : 1	8.78 : 1
0000164	102	0228709	자연과학계열	간호학과	10.95 : 1	3.5 : 1
0000164	42	0218759	자연과학계열	물리치료학과	14.59 : 1	5.33 : 1
0000164	32	U013149	자연과학계열	반려동물보건학과	0 : 1	0 : 1
0000164	53	0218765	공학계열	보건안전공학과	2.89 : 1	2.17 : 1
0000164	45	0236076	자연과학계열	식품영양・식품공학부	0 : 1	0 : 1
0000164	62	0236074	공학계열	의공학부	1.94 : 1	0.74 : 1
0000164	44	0218811	자연과학계열	임상병리학과	8.97 : 1	14.4 : 1
0000164	41	0218761	자연과학계열	작업치료학과	10.68 : 1	2.8 : 1
0000168	12	0013199	인문사회계열	신학과	1.31 : 1	0 : 1
0000167	39	0229203	예체능계열	조형예술학과	4.27 : 1	2.94 : 1
0000167	54	0229183	예체능계열	융합디자인학과	7.56 : 1	5.7 : 1
0000167	25	0229169	예체능계열	문화콘텐츠학과	6.07 : 1	8.63 : 1
0000167	54	0206895	자연과학계열	간호학과(4년제)	9.76 : 1	4.45 : 1
0002660	33	0174671	인문사회계열	국어국문학과	6.71 : 1	8.63 : 1
0002660	54	0174678	인문사회계열	영어영문학과	8.5 : 1	9.79 : 1
0002660	38	0174662	인문사회계열	독어독문학과	6.46 : 1	6.44 : 1
0002660	37	0174670	인문사회계열	불어불문학과	7.67 : 1	8 : 1
0002660	36	U013344	인문사회계열	일본지역문화학과	8.04 : 1	8.9 : 1
0002660	56	0174675	인문사회계열	중어중국학과	8.44 : 1	9.13 : 1
0002660	41	0174680	자연과학계열	수학과	4.74 : 1	6.73 : 1
0002660	51	0174692	자연과학계열	물리학과	5 : 1	8.93 : 1
0002660	51	0174691	자연과학계열	화학과	5.94 : 1	5.64 : 1
0002660	42	0219342	예체능계열	패션산업학과	15.74 : 1	8 : 1
0000169	173	0205888	공학계열	기계공학과	14.19 : 1	4.46 : 1
0000169	75	0205887	공학계열	항공우주공학과	15.04 : 1	4.43 : 1
0000169	69	0205886	공학계열	조선해양공학과	9.07 : 1	4.81 : 1
0000169	58	0205885	공학계열	산업경영공학과	11.11 : 1	6.22 : 1
0000169	125	0205884	공학계열	화학공학과	13.88 : 1	4.88 : 1
0000169	53	0205883	공학계열	생명공학과	19.79 : 1	4.22 : 1
0000169	53	0205882	공학계열	고분자공학과	10.31 : 1	5.94 : 1
0000169	120	0205874	공학계열	신소재공학과	12.94 : 1	6 : 1
0000169	75	0205873	공학계열	사회인프라공학과	8.04 : 1	5.29 : 1
0000169	51	0205872	공학계열	환경공학과	12.56 : 1	6.19 : 1
0000170	50	0013445	인문사회계열	신학과	2.03 : 1	1.81 : 1
0000170	50	0019099	인문사회계열	기독교교육과	1.98 : 1	2 : 1
0000170	50	0007275	예체능계열	교회음악학과	1.54 : 1	1.41 : 1
0000023	88	U000224	의학계열	간호학과	11.02 : 1	4.06 : 1
0000023	219	0016317	인문사회계열	경영학부	9.29 : 1	3.74 : 1
0000023	104	0016434	인문사회계열	경제학부	7.19 : 1	3.92 : 1
0000023	29	0000765	공학계열	건축학부	13.85 : 1	4.57 : 1
0000023	10	U004915	공학계열	건축학부(건축ㆍ도시설계전공)	8.25 : 1	0 : 1
0000023	10	U004916	공학계열	건축학부(건축공학전공)	8.75 : 1	0 : 1
0000023	36	0005689	공학계열	토목공학과	10.58 : 1	5 : 1
0000023	37	0119266	공학계열	환경에너지공학과	8.13 : 1	4.64 : 1
0000023	32	0005358	공학계열	에너지자원공학과	6.91 : 1	5 : 1
0000023	88	0115142	공학계열	기계공학부	11.34 : 1	4.25 : 1
0000024	24	U012776	공학계열	전자통신공학과	0 : 1	0 : 1
0000024	27	U012777	공학계열	전기컴퓨터공학부	0 : 1	0 : 1
0000024	12	U012778	공학계열	전기컴퓨터공학부(전기및반도체공학전공)	0 : 1	0 : 1
0000024	12	U012779	공학계열	전기컴퓨터공학부(컴퓨터공학전공)	0 : 1	0 : 1
0000024	19	U012780	공학계열	기계설계공학과	0 : 1	0 : 1
0000024	18	U012781	공학계열	기계시스템공학과	0 : 1	0 : 1
0000024	18	U012782	공학계열	메카트로닉스공학과	0 : 1	0 : 1
0000024	24	0004710	공학계열	냉동공조공학과	3.33 : 1	2 : 1
0000024	29	0000590	공학계열	환경시스템공학과	3.43 : 1	1.63 : 1
0000024	21	U012783	공학계열	융합생명공학과	0 : 1	0 : 1
0000025	31	0232823	자연과학계열	스마트팜학과	16.86 : 1	5.11 : 1
0000025	35	0114687	인문사회계열	공공인재학부	3.84 : 1	3.52 : 1
0000025	21	0224712	인문사회계열	국제인문사회학부	9.15 : 1	9 : 1
0000025	11	0224715	공학계열	국제이공학부	5.4 : 1	6.5 : 1
0000025	100	0008994	자연과학계열	간호학과	10.65 : 1	4.02 : 1
0000025	56	0002452	공학계열	건축공학과	9.35 : 1	4.1 : 1
0000025	43	U013264	공학계열	고분자・나노공학과	0 : 1	0 : 1
0000025	43	U013265	공학계열	유기소재섬유공학과	0 : 1	0 : 1
0000025	66	0005928	공학계열	기계공학과	6.77 : 1	3.91 : 1
0000025	54	0002935	공학계열	기계설계공학부(기계설계공학전공)	5.65 : 1	4.71 : 1
0000258	308	0019743	인문사회계열	초등교육과	5.1 : 1	2.21 : 1
0000171	21	0212464	인문사회계열	신학과경배찬양학과	0.9 : 1	0.25 : 1
0000171	36	0117168	인문사회계열	역사문화콘텐츠학과	2.08 : 1	1.09 : 1
0000171	25	U013661	인문사회계열	영어영문학과	2.46 : 1	1.09 : 1
0000171	37	0209328	인문사회계열	일본언어문화학과	3.69 : 1	1.2 : 1
0000171	26	0209327	인문사회계열	중국어중국학과	2.3 : 1	1.29 : 1
0000171	29	0118881	인문사회계열	한국어문학과	1.76 : 1	1.37 : 1
0000171	68	0223224	인문사회계열	경찰학과	5.37 : 1	3.89 : 1
0000171	43	0115599	인문사회계열	문헌정보학과	5.05 : 1	3.8 : 1
0000171	46	0115848	인문사회계열	법학과	3.36 : 1	2.83 : 1
0000171	65	0116237	인문사회계열	사회복지학과	7.24 : 1	6 : 1
0000248	44	U012785	인문사회계열	경찰학부	0 : 1	0 : 1
0000248	55	U012656	인문사회계열	복지상담학부	0 : 1	0 : 1
0000248	55	U012672	인문사회계열	융합경영학부	0 : 1	0 : 1
0000248	44	U012673	공학계열	안전공학부	0 : 1	0 : 1
0000248	44	U012730	공학계열	건설공학부	0 : 1	0 : 1
0000248	11	U012734	공학계열	건설공학부 (야)	0 : 1	0 : 1
0000248	44	U012732	공학계열	에너지기계공학부	0 : 1	0 : 1
0000248	88	U012671	예체능계열	체육학부	0 : 1	0 : 1
0000248	22	U012735	예체능계열	체육학부 (야)	0 : 1	0 : 1
0000027	33	0010433	인문사회계열	국어국문학과	6.05 : 1	5.43 : 1
0000027	32	0014956	인문사회계열	영어영문학과	6.11 : 1	2.92 : 1
0000027	30	0015739	인문사회계열	독일학과	6.41 : 1	4.92 : 1
0000027	33	0016301	인문사회계열	일어일문학과	7.56 : 1	5 : 1
0000027	34	0015994	인문사회계열	중어중문학과	9.06 : 1	2.62 : 1
0000027	35	0012789	인문사회계열	사학과	8.39 : 1	2.5 : 1
0000027	31	0010679	인문사회계열	사회학과	7.28 : 1	2.4 : 1
0000027	27	0011155	인문사회계열	철학과	8.57 : 1	3 : 1
0000027	54	0014743	인문사회계열	행정학과	6.88 : 1	3.9 : 1
0000027	35	0013301	인문사회계열	정치외교학과	6.25 : 1	2.93 : 1
0000172	14	0235326	인문사회계열	국어국문학부	0 : 1	2.58 : 1
0000172	46	0235325	인문사회계열	국어국문학부(국어국문학전공)	3.98 : 1	0 : 1
0000172	15	0235324	인문사회계열	국어국문학부(고전번역전공)	2.13 : 1	0 : 1
0000172	88	0229588	인문사회계열	영어영문학과	3.66 : 1	2.75 : 1
0000172	48	0229589	인문사회계열	역사문화학과	3.9 : 1	2.7 : 1
0000172	33	0229590	인문사회계열	문예창작학과	6.81 : 1	2.36 : 1
0000172	38	0229582	인문사회계열	일본어과	4.59 : 1	2.83 : 1
0000172	12	0232394	인문사회계열	아시아언어문화학부	0 : 1	2.17 : 1
0000172	27	0234576	인문사회계열	아시아언어문화학부(아랍어전공)	2.56 : 1	0 : 1
0000172	41	0234562	인문사회계열	아시아언어문화학부(중국어문화학전공)	3.92 : 1	0 : 1
0000173	100	0223652	인문사회계열	경찰행정학전공	6.12 : 1	4.55 : 1
0000173	40	0223651	인문사회계열	경찰법학전공	3.14 : 1	2.09 : 1
0000173	71	U011962	인문사회계열	경찰경호학전공	2.07 : 1	2.27 : 1
0000173	25	0231688	인문사회계열	경찰탐정수사학전공	1.93 : 1	1.13 : 1
0000173	20	0223607	예체능계열	특수체육교육과	4.94 : 1	3 : 1
0000173	108	0223659	인문사회계열	항공서비스학전공	8.34 : 1	0.88 : 1
0000173	26	0229711	인문사회계열	호텔비즈니스전공	1.56 : 1	0.24 : 1
0000173	26	0223658	인문사회계열	보건행정학과	4.74 : 1	1.07 : 1
0000173	96	0223655	자연과학계열	간호학과	13.14 : 1	8.07 : 1
0000173	38	0223629	자연과학계열	물리치료학과	12.94 : 1	5.2 : 1
0000175	36	0216795	인문사회계열	인문대학	0 : 1	5.14 : 1
0000175	38	0017133	인문사회계열	국어국문학과	18.06 : 1	0 : 1
0000175	93	0019493	인문사회계열	영어영문학과	16.86 : 1	0 : 1
0000175	26	0019496	인문사회계열	유럽문화학부(독일어문학전공)	16.21 : 1	0 : 1
0000175	31	0011481	인문사회계열	유럽문화학부(프랑스어문학전공)	15.76 : 1	0 : 1
0000175	25	0011497	인문사회계열	유럽문화학부(러시아어문학전공)	14.48 : 1	0 : 1
0000175	28	0018192	인문사회계열	아시아문화학부(일본어문학전공)	16 : 1	0 : 1
0000175	38	0019425	인문사회계열	아시아문화학부(중국어문학전공)	12.91 : 1	0 : 1
0000175	32	0016065	인문사회계열	철학과	15.63 : 1	0 : 1
0000175	33	0010819	인문사회계열	역사학과	18.8 : 1	0 : 1
0000174	66	0216780	자연과학계열	생명공학대학	0 : 1	4.06 : 1
0000174	55	0212921	자연과학계열	생명자원공학부(동물생명공학전공)	7.11 : 1	0 : 1
0000174	46	0226738	자연과학계열	생명자원공학부(식물생명공학전공)	7.11 : 1	0 : 1
0000174	71	0212917	자연과학계열	식품공학부(식품공학전공)	5.94 : 1	0 : 1
0000174	40	0212916	자연과학계열	식품공학부(식품영양전공)	5.6 : 1	0 : 1
0000174	50	0212919	자연과학계열	시스템생명공학과	10.23 : 1	0 : 1
0000174	40	0232213	공학계열	첨단소재공학과	8.55 : 1	5.92 : 1
0000174	135	0232227	공학계열	예술공학부	4.52 : 1	3.49 : 1
0000174	37	0217979	예체능계열	공연영상창작학부(문예창작전공)	11.81 : 1	7 : 1
0000174	47	0038455	예체능계열	공연영상창작학부(사진전공)	5.25 : 1	2.81 : 1
0000177	60	0116051	인문사회계열	불교학부	0.07 : 1	0.07 : 1
0000177	60	0116049	인문사회계열	불교사회학부	0.1 : 1	0.23 : 1
0000239	31	0213888	공학계열	항공운항학과	2.4 : 1	0.33 : 1
0000239	35	0213378	인문사회계열	항공서비스학과	2.02 : 1	0.07 : 1
0000239	30	U013516	공학계열	무인항공기계학과	1.37 : 1	0.03 : 1
0000239	30	0213887	공학계열	항공정비학과	1.61 : 1	0.39 : 1
0000239	111	0114254	자연과학계열	간호학과	4.84 : 1	6.73 : 1
0000239	30	0117837	자연과학계열	작업치료학과	1.83 : 1	0.33 : 1
0000239	51	0117713	자연과학계열	임상병리학과	2.67 : 1	1.33 : 1
0000239	25	0213886	인문사회계열	보건행정학과	1.9 : 1	0.81 : 1
0000239	45	U013513	공학계열	전기반도체컴퓨터학부	1.25 : 1	0.23 : 1
0000239	40	U013514	자연과학계열	바이오산업학부	1.33 : 1	0.86 : 1
0000260	314	U001867	인문사회계열	초등교육과	7.12 : 1	2.44 : 1
0000187	83	U013127	자연과학계열	간호대학	0 : 1	0 : 1
0000187	410	U013126	인문사회계열	미래융합대학	0 : 1	0 : 1
0000187	41	U013128	자연과학계열	약학대학	0 : 1	0 : 1
0000249	117	0225851	자연과학계열	간호학과	17.24 : 1	6.85 : 1
0000249	30	0225843	인문사회계열	유아교육과	6.17 : 1	1 : 1
0000249	25	0225846	인문사회계열	사회복지학과	9.37 : 1	2 : 1
0000249	20	0225850	인문사회계열	경찰행정학과	8 : 1	2 : 1
0000249	10	U013284	인문사회계열	부동산경영학과	3.43 : 1	1 : 1
0000249	25	U013285	인문사회계열	부동산경영학과 (야)	6.33 : 1	1 : 1
0000249	15	0225841	인문사회계열	중국비즈니스학과	0 : 1	0 : 1
0000249	15	0225844	자연과학계열	식품영양학과	7.79 : 1	3 : 1
0000249	25	0225849	예체능계열	미용예술학과	10.63 : 1	1 : 1
0000249	25	0225842	예체능계열	음악학과	3.38 : 1	1.1 : 1
0000028	35	0014348	인문사회계열	국어국문학과	3.73 : 1	4 : 1
0000028	33	0012192	인문사회계열	영어영문학과	4.55 : 1	3.4 : 1
0000028	25	0015788	인문사회계열	독어독문학과	4.75 : 1	5.45 : 1
0000028	25	0017476	인문사회계열	불어불문학과	5.38 : 1	3.9 : 1
0000028	25	0018646	인문사회계열	일어일문학과	5.94 : 1	3 : 1
0000028	30	0017450	인문사회계열	사학과	5.4 : 1	3.6 : 1
0000028	34	0015654	인문사회계열	철학과	3.95 : 1	3.2 : 1
0000028	22	0014213	인문사회계열	특수교육과	4.58 : 1	3.1 : 1
0000028	15	0015746	인문사회계열	유아교육과	8 : 1	4.67 : 1
0000028	44	0013476	인문사회계열	법학과	5.37 : 1	5.57 : 1
0000284	78	0228694	예체능계열	연극예술학과	3.72 : 1	6.68 : 1
0000284	33	U013229	예체능계열	뮤지컬콘서트학부(뮤지컬전공)	0 : 1	0 : 1
0000284	28	U013230	예체능계열	뮤지컬콘서트학부(실용음악전공)	0 : 1	0 : 1
0000284	26	U013231	예체능계열	뮤지컬콘서트학부(공연기획경영전공)	0 : 1	0 : 1
0000284	41	0220975	예체능계열	방송영화영상학과	3.46 : 1	0.86 : 1
0000284	31	0220976	인문사회계열	미디어커뮤니케이션학과	4.36 : 1	1.41 : 1
0000284	31	0013167	인문사회계열	호텔관광경영학과	0 : 1	0 : 1
0000284	82	0011230	인문사회계열	호텔조리식당경영학과	5.9 : 1	2 : 1
