대학코드	모집정원	학과코드	계열	학과명	수시 경쟁률	정시 경쟁률
0000203	41	0003631	공학계열	정보시스템학과	22.1 : 1	6.47 : 1
0000203	64	0002082	공학계열	전기공학전공	26.24 : 1	4 : 1
0000203	30	0237501	공학계열	바이오메디컬공학전공	44.27 : 1	4.67 : 1
0000212	267	U004298	공학계열	서울캠퍼스자율전공(자연·예능)	11.96 : 1	10.29 : 1
0000212	193	U004299	공학계열	서울캠퍼스자율전공(인문·예능)	24.44 : 1	13.81 : 1
0000212	214	0205689	공학계열	전자·전기공학부	10.71 : 1	10 : 1
0000212	136	0204414	공학계열	신소재・화공시스템공학부	13.03 : 1	11.09 : 1
0000212	191	0235833	공학계열	컴퓨터공학과	12.85 : 1	9.68 : 1
0000212	78	0235820	공학계열	산업・데이터공학과	10.6 : 1	10.67 : 1
0000212	156	0037133	공학계열	기계ㆍ시스템디자인공학과	10.43 : 1	9.97 : 1
0000212	54	0232099	공학계열	건설환경공학과	10.32 : 1	10.81 : 1
0000212	52	0205696	공학계열	건축학부 건축학전공(5년제)	20.86 : 1	15.11 : 1
0000212	25	0033673	공학계열	건축학부 실내건축학전공	10.69 : 1	15 : 1
0000052	33	0020532	자연과학계열	화학과	22.43 : 1	5.6 : 1
0000052	90	0004479	공학계열	건축학부	23.55 : 1	6.38 : 1
0000052	151	0224254	공학계열	사회환경공학부	19.05 : 1	4.86 : 1
0000052	162	0230133	공학계열	기계항공공학부	23.02 : 1	5.4 : 1
0000052	211	0224253	공학계열	전기전자공학부	26.81 : 1	5.9 : 1
0000052	170	0224252	공학계열	화학공학부	30.59 : 1	4.87 : 1
0000052	156	0229393	공학계열	컴퓨터공학부	41.53 : 1	5.72 : 1
0000052	40	0004760	공학계열	산업공학과	20.12 : 1	6.09 : 1
0000052	103	0224265	인문사회계열	신산업융합학과	1 : 1	0 : 1
0000052	33	0116472	공학계열	생물공학과	26.78 : 1	9 : 1
0000066	82	0019772	인문사회계열	무역학과	19.42 : 1	4.1 : 1
0000066	81	0233492	인문사회계열	미디어학과	26.83 : 1	4.27 : 1
0000066	120	0233493	인문사회계열	국제통상・금융투자학부	10 : 1	0 : 1
0000066	240	0213219	인문사회계열	경영학과	31.29 : 1	4.75 : 1
0000066	75	0223547	인문사회계열	회계・세무학과	17.86 : 1	4.43 : 1
0000066	30	0236664	인문사회계열	빅데이터응용학과	25.94 : 1	7.77 : 1
0000066	118	U012754	인문사회계열	Hospitality경영학과	0 : 1	0 : 1
0000066	39	U012755	인문사회계열	조리&푸드디자인학과	0 : 1	0 : 1
0000066	78	U012756	인문사회계열	관광・엔터테인먼트학부	11.43 : 1	4.5 : 1
0000066	40	0215398	인문사회계열	문화관광산업학과	4 : 1	0 : 1
0000069	56	0016976	인문사회계열	중어중문학과	12.84 : 1	8.28 : 1
0000069	38	0017711	인문사회계열	노어노문학과	11.59 : 1	6.33 : 1
0000069	44	0019546	인문사회계열	일어일문학과	11.38 : 1	3.05 : 1
0000069	51	0011934	인문사회계열	서어서문학과	12.21 : 1	3.25 : 1
0000069	31	0017856	인문사회계열	언어학과	12.47 : 1	4 : 1
0000069	103	0022114	자연과학계열	생명과학부	15.43 : 1	3.11 : 1
0000069	113	0204485	자연과학계열	생명공학부	16.58 : 1	3.02 : 1
0000069	49	0116824	자연과학계열	식품공학과	14.07 : 1	3.94 : 1
0000069	72	0023391	자연과학계열	환경생태공학부	14.48 : 1	4.86 : 1
0000069	57	0204434	인문사회계열	식품자원경제학과	14.3 : 1	3.05 : 1
0000074	34	0000152	공학계열	건축공학과	14.15 : 1	10.83 : 1
0000074	74	0000505	공학계열	화학공학과	9.95 : 1	5.89 : 1
0000074	32	0000564	공학계열	환경공학과	13.05 : 1	7.86 : 1
0000074	45	0021770	자연과학계열	수학과	7.46 : 1	5.75 : 1
0000074	50	0117970	자연과학계열	전자바이오물리학과	7.24 : 1	9.05 : 1
0000074	53	0021686	자연과학계열	화학과	8.52 : 1	9.2 : 1
0000074	39	0229111	예체능계열	스포츠융합과학과	8.88 : 1	13.29 : 1
0000074	54	0211987	공학계열	정보콘텐츠학과 (야)	11 : 1	0 : 1
0000074	32	0016346	인문사회계열	국어국문학과	11.61 : 1	5.36 : 1
0000074	36	0226730	인문사회계열	영어산업학과	15.33 : 1	7.93 : 1
0000078	40	0016297	인문사회계열	사회학과	11.44 : 1	4.38 : 1
0000078	2	0235139	인문사회계열	미디어·광고학부	0 : 1	0 : 1
0000078	27	0218701	인문사회계열	미디어전공	23.3 : 1	4.22 : 1
0000078	27	0218700	인문사회계열	광고홍보학전공	23.44 : 1	7.75 : 1
0000078	35	0218705	인문사회계열	교육학과	10.41 : 1	3.93 : 1
0000078	31	0235143	인문사회계열	러시아・유라시아학과	10 : 1	5.5 : 1
0000078	31	0218702	인문사회계열	일본학과	10.47 : 1	7.18 : 1
0000078	118	0017975	인문사회계열	법학부	10.14 : 1	9.19 : 1
0000078	48	0211008	인문사회계열	기업융합법학과 (야)	5 : 1	0 : 1
0000078	62	0020183	인문사회계열	경제학과	7.06 : 1	4.78 : 1
0000100	43	0021859	자연과학계열	통계학과	12.29 : 1	6.94 : 1
0000100	66	0204999	자연과학계열	물리반도체과학부	10.54 : 1	5.26 : 1
0000100	124	0013928	인문사회계열	법학과	25.97 : 1	5.64 : 1
0000100	46	0027119	인문사회계열	정치행정학부 정치외교학 전공	22.21 : 1	4.88 : 1
0000100	44	0031701	인문사회계열	정치행정학부 행정학전공	21.23 : 1	4.83 : 1
0000100	17	0031700	인문사회계열	정치행정학부 북한학 전공	10.7 : 1	6.6 : 1
0000100	89	0206928	인문사회계열	경제학과	14.24 : 1	5.08 : 1
0000100	76	0224017	인문사회계열	국제통상학과	24.32 : 1	5.67 : 1
0000100	24	0036644	인문사회계열	사회언론정보학부 사회학전공	20.31 : 1	5 : 1
0000100	56	0216336	인문사회계열	사회언론정보학부 미디어커뮤니케이션학전공	28.76 : 1	4.95 : 1
0000102	83	0011649	인문사회계열	경영학전공	8.18 : 1	6.23 : 1
0000102	47	0011693	인문사회계열	경제학전공	5.88 : 1	6.81 : 1
0000102	51	0018515	인문사회계열	국제경영학전공	7.14 : 1	7.31 : 1
0000102	76	U013168	자연과학계열	컴퓨터학전공	5.18 : 1	6.41 : 1
0000102	46	U013169	자연과학계열	정보통계학전공	5.15 : 1	7.2 : 1
0000102	42	0022674	자연과학계열	식품영양학전공	7.12 : 1	4.62 : 1
0000102	39	0009467	자연과학계열	보건관리학전공	6 : 1	6.18 : 1
0000102	34	0020451	자연과학계열	응용화학전공	6.73 : 1	7.38 : 1
0000102	25	0219977	자연과학계열	화장품학전공	5.6 : 1	4.9 : 1
0000102	31	U013170	예체능계열	체육학전공	18.91 : 1	2.52 : 1
0000111	40	0216094	공학계열	디지털콘텐츠디자인학과	14.5 : 1	4.07 : 1
0000111	66	0216173	공학계열	융합소프트웨어학부	8.78 : 1	9.15 : 1
0000111	18	0218493	인문사회계열	창의융합인재학부	4 : 1	0 : 1
0000111	30	0218492	인문사회계열	사회복지학과	2.9 : 1	0 : 1
0000111	30	0218491	인문사회계열	부동산학과	4.09 : 1	0 : 1
0000111	22	0225039	인문사회계열	법무행정학과	2.67 : 1	0 : 1
0000111	26	0225038	인문사회계열	심리치료학과	3 : 1	0 : 1
0000111	40	0225040	인문사회계열	미래융합경영학과	4.33 : 1	0 : 1
0000111	25	U013609	인문사회계열	멀티디자인학과	1.5 : 1	0 : 1
0000116	34	0206646	자연과학계열	보건관리학과	5.75 : 1	6.8 : 1
0000116	43	0012106	인문사회계열	상담심리학과	8.3 : 1	7 : 1
0000116	38	0008859	예체능계열	생활체육학과	19.5 : 1	25.63 : 1
0000116	47	0022454	자연과학계열	식품영양학과	5.5 : 1	4.8 : 1
0000116	75	0229104	공학계열	컴퓨터공학부	5.94 : 1	6.65 : 1
0000116	107	0236869	공학계열	인공지능융합학부	0 : 1	0 : 1
0000116	32	0237622	자연과학계열	바이오융합공학과	0 : 1	0 : 1
0000116	75	0220223	자연과학계열	화학생명과학과	4.19 : 1	6.47 : 1
0000116	31	0236870	자연과학계열	동물자원과학과	0 : 1	0 : 1
0000116	77	0211187	자연과학계열	환경디자인원예학과	4.63 : 1	6.68 : 1
0000117	72	0224605	인문사회계열	융합경영학과	47 : 1	0 : 1
0000117	34	0219857	인문사회계열	국가안보학과	6.11 : 1	2.81 : 1
0000117	45	0011725	인문사회계열	국어교육과	7.56 : 1	5.42 : 1
0000117	45	0014068	인문사회계열	영어교육과	6.89 : 1	6.44 : 1
0000117	30	0013854	인문사회계열	교육학과	14.94 : 1	6.08 : 1
0000117	36	0023485	자연과학계열	수학교육과	11.85 : 1	7.44 : 1
0000117	76	0232841	공학계열	지능・데이터융합학부 휴먼지능정보공학전공	8.82 : 1	5.19 : 1
0000117	45	0232490	공학계열	지능・데이터융합학부	10.8 : 1	4.45 : 1
0000117	90	0230124	공학계열	SW융합학부 컴퓨터과학전공	10.61 : 1	6.82 : 1
0000117	36	0232840	공학계열	SW융합학부 전기공학전공	12.48 : 1	4.44 : 1
0000120	11	U013010	인문사회계열	정치외교학과	19.82 : 1	0 : 1
0000120	11	U013013	인문사회계열	심리학과	13.82 : 1	0 : 1
0000120	168	U013015	인문사회계열	경제학과	22.26 : 1	4.13 : 1
0000120	274	U013016	인문사회계열	경영학부	25.98 : 1	5.47 : 1
0000120	80	0226776	인문사회계열	지식융합미디어학부	44.33 : 1	5.17 : 1
0000120	12	U013017	인문사회계열	신문방송학과	12.08 : 1	0 : 1
0000120	12	U013018	인문사회계열	미디어&엔터테인먼트학과	14.42 : 1	0 : 1
0000120	12	U013020	인문사회계열	글로벌한국학과	13.58 : 1	0 : 1
0000120	12	U013022	공학계열	아트&테크놀로지학과	21.58 : 1	0 : 1
0000120	54	U013024	자연과학계열	수학과	28 : 1	4.41 : 1
0000121	132	U013226	공학계열	전자컴퓨터공학과	8.44 : 1	5 : 1
0000121	44	0229014	공학계열	물류시스템공학과	8.25 : 1	4 : 1
0000121	44	0001801	공학계열	도시공학과	7.96 : 1	5 : 1
0000121	44	0005252	공학계열	토목건축공학과	9.08 : 1	4.79 : 1
0000121	44	0232771	예체능계열	헤어디자인학과	14.04 : 1	4.75 : 1
0000121	27	0220959	예체능계열	뷰티테라피 & 메이크업학과	19.26 : 1	6 : 1
0000121	27	0232772	예체능계열	메이크업디자인학과	44.27 : 1	6.6 : 1
0000121	30	0007487	예체능계열	연기전공	83.75 : 1	53.67 : 1
0000121	10	0227561	예체능계열	연출전공	28.75 : 1	4.33 : 1
0000121	30	0006762	예체능계열	모델연기전공	13.36 : 1	12.63 : 1
0000036	74	0005198	공학계열	컴퓨터공학과	26.58 : 1	6.61 : 1
0000036	71	0003756	공학계열	화공생명공학과	28.81 : 1	3.69 : 1
0000036	51	0005913	공학계열	환경공학과	0 : 1	0 : 1
0000036	50	0020285	자연과학계열	식품공학과	14.77 : 1	3.88 : 1
0000036	50	0020927	자연과학계열	정밀화학과	12.39 : 1	5.06 : 1
0000036	47	0009316	자연과학계열	안경광학과	7.97 : 1	5.4 : 1
0000036	55	U010286	공학계열	산업공학과 산업정보시스템전공(자연)	12.76 : 1	4.05 : 1
0000036	42	0229178	공학계열	MSDE학과	19.05 : 1	4.9 : 1
0000036	28	U010289	공학계열	산업공학과 ITM전공(자연)	9.68 : 1	5.29 : 1
0000036	10	U012090	자연과학계열	경영학과(글로벌테크노경영전공)_자연	0 : 1	0 : 1
0000019	28	U011922	인문사회계열	역사학부	6.44 : 1	0 : 1
0000019	9	0015762	인문사회계열	고고미술사학과	5.56 : 1	0 : 1
0000019	9	0019332	인문사회계열	철학과	13.67 : 1	0 : 1
0000019	9	0014346	인문사회계열	종교학과	8.67 : 1	0 : 1
0000019	9	0017664	인문사회계열	미학과	10 : 1	0 : 1
0000019	74	0010856	인문사회계열	정치외교학부	6.1 : 1	2.88 : 1
0000019	154	0015122	인문사회계열	경제학부	3.38 : 1	2.58 : 1
0000019	27	0015271	인문사회계열	사회학과	9.18 : 1	7.3 : 1
0000019	20	0012255	인문사회계열	인류학과	7.65 : 1	0 : 1
0000019	24	0012269	인문사회계열	심리학과	6.33 : 1	4.33 : 1
0000040	26	0012532	인문사회계열	중국어문화학과	13.15 : 1	4.73 : 1
0000040	41	0018053	인문사회계열	도시행정학과	10.62 : 1	6.23 : 1
0000040	38	0010505	인문사회계열	도시사회학과	11.58 : 1	4.18 : 1
0000040	150	0003247	공학계열	전자전기컴퓨터공학부	28.97 : 1	4.41 : 1
0000040	51	0002872	공학계열	화학공학과	21.62 : 1	3.95 : 1
0000040	41	0000078	공학계열	기계정보공학과	24.43 : 1	4.5 : 1
0000040	41	0002634	공학계열	신소재공학과	25.42 : 1	4.62 : 1
0000040	41	0004481	공학계열	토목공학과	13.81 : 1	4.17 : 1
0000040	61	0001247	공학계열	컴퓨터과학부	32.56 : 1	5.11 : 1
0000040	20	0232932	공학계열	인공지능학과	17.63 : 1	8.92 : 1
0000126	53	0018429	인문사회계열	사회복지학과	15.83 : 1	7.95 : 1
0000126	73	0204411	인문사회계열	아동학과	15.13 : 1	7.19 : 1
0000126	57	0012402	인문사회계열	행정학과	13.3 : 1	9.39 : 1
0000126	83	0017772	인문사회계열	언론영상학부	23.14 : 1	5.14 : 1
0000126	32	0012755	인문사회계열	교육심리학과	12.28 : 1	4.83 : 1
0000126	36	0231462	예체능계열	스포츠운동과학과	9.32 : 1	4.93 : 1
0000126	34	0022760	자연과학계열	수학과	5.37 : 1	9.64 : 1
0000126	92	0229481	자연과학계열	화학생명환경과학부	15.28 : 1	7.16 : 1
0000126	40	U012853	자연과학계열	바이오헬스융합학과	0 : 1	0 : 1
0000126	62	0022354	자연과학계열	원예생명조경학과	11.09 : 1	7 : 1
0000133	20	0016546	인문사회계열	사회학과	13.55 : 1	0 : 1
0000133	20	0013871	인문사회계열	사회복지학과	12.5 : 1	0 : 1
0000133	12	0020175	인문사회계열	심리학과	12.92 : 1	0 : 1
0000133	20	0216664	인문사회계열	아동・청소년학과	9.95 : 1	0 : 1
0000133	12	0023099	자연과학계열	통계학과	11.17 : 1	0 : 1
0000133	215	0010236	인문사회계열	경영학과	22.82 : 1	4.25 : 1
0000133	80	0015225	인문사회계열	글로벌리더학부	25.24 : 1	8.65 : 1
0000133	100	0015147	인문사회계열	글로벌경제학과	18.02 : 1	5.65 : 1
0000133	121	0010515	인문사회계열	글로벌경영학과	20.83 : 1	9.62 : 1
0000133	268	0216668	자연과학계열	자연과학계열	32.21 : 1	4.21 : 1
0000136	54	0010345	인문사회계열	경제학과	10.78 : 1	8.6 : 1
0000136	49	0018852	인문사회계열	미디어커뮤니케이션학과	18.76 : 1	4.14 : 1
0000136	159	0231667	인문사회계열	경영학부	13.4 : 1	4.71 : 1
0000136	37	0221725	인문사회계열	사회복지학과	12.93 : 1	5.64 : 1
0000136	96	0231687	인문사회계열	법학부	10.72 : 1	5.03 : 1
0000136	55	U011481	자연과학계열	수리통계데이터사이언스학부(수학,핀테크)	5.13 : 1	4.18 : 1
0000136	57	U011482	자연과학계열	수리통계데이터사이언스학부(통계학,빅데이터사이언스)	5.78 : 1	3.71 : 1
0000136	56	0232045	자연과학계열	화학・에너지융합학부	6.29 : 1	6.2 : 1
0000136	58	0221890	공학계열	서비스・디자인공학과	6.15 : 1	4.65 : 1
0000136	70	0221738	공학계열	융합보안공학과	5.26 : 1	4.24 : 1
0000138	64	U004170	인문사회계열	글로벌조리학과	1 : 1	0 : 1
0000138	36	0219879	인문사회계열	법학부	25.24 : 1	6.25 : 1
0000138	48	0236880	자연과학계열	수학통계학과	12.13 : 1	5.05 : 1
0000138	58	0211984	자연과학계열	물리천문학과	10.59 : 1	6.24 : 1
0000138	45	0022208	자연과학계열	화학과	12.24 : 1	5.15 : 1
0000138	152	0211983	공학계열	생명시스템학부	17.69 : 1	4.78 : 1
0000138	22	0232545	자연과학계열	스마트생명산업융합학과	11.54 : 1	5.57 : 1
0000138	158	0213449	공학계열	전자정보통신공학과	13.35 : 1	5.97 : 1
0000138	63	U012736	공학계열	반도체시스템공학과	0 : 1	0 : 1
0000138	140	0219876	공학계열	컴퓨터공학과	20.5 : 1	5.89 : 1
0000141	26	0014498	인문사회계열	가족자원경영학과	15.15 : 1	12.22 : 1
0000141	52	0210316	인문사회계열	아동복지학부	21.07 : 1	3.74 : 1
0000141	34	0019006	인문사회계열	정치외교학과	14.21 : 1	6.62 : 1
0000141	31	0013958	인문사회계열	행정학과	19.28 : 1	4.25 : 1
0000141	50	0018884	인문사회계열	홍보광고학과	21.55 : 1	5 : 1
0000141	48	0204364	인문사회계열	소비자경제학과	15.64 : 1	7.6 : 1
0000141	24	0013256	인문사회계열	사회심리학과	28.25 : 1	5.09 : 1
0000141	108	0015634	인문사회계열	법학부	18.38 : 1	3.8 : 1
0000141	71	0011685	인문사회계열	경제학부	14.12 : 1	4 : 1
0000141	182	0015126	인문사회계열	경영학부	17.88 : 1	4.93 : 1
0000143	38	0224622	예체능계열	예술창작학부 영화예술전공	45.19 : 1	18.32 : 1
0000143	52	0224624	예체능계열	스포츠학부	15.15 : 1	35.45 : 1
0000143	70	0010724	인문사회계열	법학과	17.61 : 1	4.74 : 1
0000143	43	0016188	인문사회계열	국제법무학과	18.58 : 1	4.6 : 1
0000143	52	0017455	인문사회계열	사회복지학부	18.17 : 1	13.28 : 1
0000143	78	0013763	인문사회계열	행정학부	17.94 : 1	5.17 : 1
0000143	40	0019424	인문사회계열	정치외교학과	19.7 : 1	6.25 : 1
0000143	31	0013574	인문사회계열	정보사회학과	19.35 : 1	5 : 1
0000143	32	0205162	인문사회계열	언론홍보학과	28.81 : 1	5.54 : 1
0000143	31	0211886	인문사회계열	평생교육학과	12.42 : 1	6.56 : 1
0000149	177	0011687	인문사회계열	경제학부	18.99 : 1	3.82 : 1
0000149	58	0207488	인문사회계열	응용통계학과	21.11 : 1	3.74 : 1
0000149	275	0219234	인문사회계열	경영학과	23.75 : 1	5.09 : 1
0000149	37	0022044	자연과학계열	수학과	19.36 : 1	4.47 : 1
0000149	33	0020302	자연과학계열	물리학과	14.11 : 1	3.75 : 1
0000149	45	0020527	자연과학계열	화학과	12.23 : 1	5.24 : 1
0000149	32	0021014	자연과학계열	지구시스템과학과	13.89 : 1	8.85 : 1
0000149	28	0213208	자연과학계열	천문우주학과	15.13 : 1	4.08 : 1
0000149	28	0213207	자연과학계열	대기과학과	13 : 1	5.83 : 1
0000149	87	0000497	공학계열	화공생명공학부	13.9 : 1	6.17 : 1
0000163	32	0219130	인문사회계열	정치외교학과	10.19 : 1	0 : 1
0000163	31	0219129	인문사회계열	행정학과	9.9 : 1	0 : 1
0000163	51	0219128	인문사회계열	경제학과	9.65 : 1	0 : 1
0000163	20	0219146	인문사회계열	문헌정보학과	11.29 : 1	0 : 1
0000163	25	0219157	인문사회계열	사회학과	10.2 : 1	0 : 1
0000163	20	0219145	인문사회계열	사회복지학과	11.7 : 1	0 : 1
0000163	32	0219144	인문사회계열	심리학과	9.47 : 1	0 : 1
0000163	21	0219143	인문사회계열	소비자학과	15.14 : 1	0 : 1
0000163	63	0211664	인문사회계열	커뮤니케이션·미디어학부	9.94 : 1	0 : 1
0000163	0	0219156	자연과학계열	자연과학대학	0 : 1	0 : 1
0000175	26	0217769	인문사회계열	사회과학대학	0 : 1	5.92 : 1
0000175	45	0012706	인문사회계열	정치국제학과	29.58 : 1	0 : 1
0000175	47	0012271	인문사회계열	심리학과	29.14 : 1	0 : 1
0000175	33	0017383	인문사회계열	문헌정보학과	17.52 : 1	0 : 1
0000175	46	0013757	인문사회계열	사회복지학부	20.56 : 1	0 : 1
0000175	46	0013504	인문사회계열	사회학과	24.03 : 1	0 : 1
0000175	43	0207372	인문사회계열	도시계획부동산학과	19.28 : 1	0 : 1
0000175	107	0114688	인문사회계열	공공인재학부	25.54 : 1	5.24 : 1
0000175	63	0212923	인문사회계열	미디어커뮤니케이션학부	33.82 : 1	6.63 : 1
0000175	30	0010326	인문사회계열	교육학과	24.67 : 1	0 : 1
0000181	20	0117199	인문사회계열	영상비즈니스과	0 : 1	6.79 : 1
0000181	1	0234582	예체능계열	국제학부(예술)	0 : 1	0 : 1
0000192	32	0012055	인문사회계열	스칸디나비아어과	13.52 : 1	4.8 : 1
0000192	31	0220398	인문사회계열	말레이인도네시아어과	13.1 : 1	5.6 : 1
0000192	46	0220395	인문사회계열	아랍어과	13.4 : 1	5.44 : 1
0000192	31	0220392	인문사회계열	태국어과	13.57 : 1	13.6 : 1
0000192	30	0220396	인문사회계열	베트남어과	14 : 1	6.55 : 1
0000192	31	0220393	인문사회계열	인도어과	12.1 : 1	5 : 1
0000192	31	0220391	인문사회계열	터키・아제르바이잔어과	13.45 : 1	5.45 : 1
0000192	31	0233726	인문사회계열	페르시아어・이란학과	15.8 : 1	5.82 : 1
0000192	21	0220397	인문사회계열	몽골어과	11.36 : 1	7.14 : 1
0000192	57	0228451	인문사회계열	중국언어문화학부	16.21 : 1	5.22 : 1
0000200	55	0221212	예체능계열	글로벌패션산업학부	10.93 : 1	5.73 : 1
0000200	51	0221211	예체능계열	글로벌패션산업학부 (야)	5.29 : 1	5.5 : 1
0000200	82	0221621	예체능계열	ICT디자인학부	18.31 : 1	11 : 1
0000200	20	0221208	예체능계열	ICT디자인학부 (야)	12.7 : 1	0 : 1
0000200	11	0221635	예체능계열	뷰티디자인매니지먼트학과	46.2 : 1	12 : 1
0000200	11	0221207	예체능계열	뷰티디자인매니지먼트학과 (야)	13.1 : 1	0 : 1
0000200	285	0221241	공학계열	IT 공과대학	6.9 : 1	5.19 : 1
0000200	143	0221242	공학계열	IT 공과대학 (야)	5.03 : 1	4.49 : 1
0000200	121	0222341	인문사회계열	상상력인재학부	6.76 : 1	6.16 : 1
0000200	40	0237837	인문사회계열	문학문화콘텐츠학과	6.85 : 1	24.5 : 1
0000203	95	0003655	공학계열	신소재공학부	27.07 : 1	6.85 : 1
0000203	63	0211184	공학계열	화학공학과	30.17 : 1	6.4 : 1
0000203	27	0211182	공학계열	생명공학과	51.67 : 1	8.55 : 1
0000203	35	0001374	공학계열	유기나노공학과	24.06 : 1	3.88 : 1
0000203	34	0001465	공학계열	에너지공학과	35.81 : 1	7.06 : 1
0000203	161	0001970	공학계열	기계공학부	27.16 : 1	3.39 : 1
0000203	39	0005612	공학계열	원자력공학과	18.95 : 1	3.71 : 1
0000203	48	0000927	공학계열	산업공학과	26.3 : 1	5.3 : 1
0000203	46	0000694	공학계열	미래자동차공학과	29.26 : 1	7.77 : 1
0000203	80	0237447	공학계열	데이터사이언스학부	13.69 : 1	7.3 : 1
0000212	54	0228562	공학계열	도시공학과	11.33 : 1	10.14 : 1
0000212	30	0020812	자연과학계열	수학교육과	14.5 : 1	14.62 : 1
0000212	30	0017111	인문사회계열	국어교육과	14.19 : 1	26.17 : 1
0000212	30	0015505	인문사회계열	영어교육과	14.75 : 1	23.14 : 1
0000212	23	0010809	인문사회계열	역사교육과	20.15 : 1	33 : 1
0000212	30	0017170	인문사회계열	교육학과	18.38 : 1	21.77 : 1
0000212	268	0013109	인문사회계열	경영학부	21.17 : 1	17.54 : 1
0000212	37	0012185	인문사회계열	영어영문학과	17.63 : 1	16.36 : 1
0000212	29	0017629	인문사회계열	독어독문학과	15.75 : 1	18.22 : 1
0000212	29	0011888	인문사회계열	불어불문학과	16.38 : 1	16.6 : 1
0000052	33	0224559	예체능계열	K뷰티산업융합학과	1 : 1	0 : 1
0000052	36	0224264	인문사회계열	정치외교학과	35.56 : 1	5.27 : 1
0000052	86	0224262	인문사회계열	경제학과	20.62 : 1	4.73 : 1
0000052	63	0224263	인문사회계열	행정학과	36.7 : 1	4.68 : 1
0000052	60	0224261	인문사회계열	국제무역학과	23.62 : 1	6.63 : 1
0000052	47	0224260	인문사회계열	응용통계학과	20.09 : 1	5.38 : 1
0000052	41	0224258	인문사회계열	융합인재학과	38.78 : 1	5.47 : 1
0000052	28	0224259	인문사회계열	글로벌비즈니스학과	28.95 : 1	6 : 1
0000052	170	0216407	인문사회계열	경영학과	33.51 : 1	4.88 : 1
0000052	43	0005531	인문사회계열	기술경영학과	23.11 : 1	5.65 : 1
0000066	33	0215397	인문사회계열	조리산업학과	2 : 1	0 : 1
0000066	34	0015144	인문사회계열	아동가족학과	28.8 : 1	4.58 : 1
0000066	34	U003674	인문사회계열	주거환경학과(인문)	30.63 : 1	5.78 : 1
0000066	41	U010894	인문사회계열	의상학과	31.38 : 1	5.44 : 1
0000066	29	U006149	인문사회계열	지리학과(인문계열)	16.27 : 1	5.58 : 1
0000066	30	U010895	인문사회계열	한의예과(인문계열)	101.65 : 1	5.85 : 1
0000066	44	U010896	인문사회계열	간호학과(인문계열)	26.28 : 1	4.94 : 1
0000066	39	0021159	자연과학계열	식품영양학과	18.09 : 1	5.21 : 1
0000066	49	0020380	자연과학계열	수학과	25.85 : 1	4.32 : 1
0000066	48	0021328	자연과학계열	물리학과	18.7 : 1	4.53 : 1
0000069	80	0010854	인문사회계열	정치외교학과	14.36 : 1	3.9 : 1
0000069	138	0016923	인문사회계열	경제학과	11.99 : 1	3.39 : 1
0000069	71	0022990	인문사회계열	통계학과	14.69 : 1	3 : 1
0000069	78	0019179	인문사회계열	행정학과	12.89 : 1	4.21 : 1
0000069	48	0021735	자연과학계열	수학과	14.93 : 1	3.3 : 1
0000069	49	0020743	자연과학계열	물리학과	16.74 : 1	2.57 : 1
0000069	48	0023110	자연과학계열	화학과	13.74 : 1	7.16 : 1
0000069	37	0204360	자연과학계열	지구환경과학과	13.57 : 1	4.71 : 1
0000069	86	0005915	공학계열	화공생명공학과	17.38 : 1	3.44 : 1
0000069	138	0001479	공학계열	신소재공학부	15.06 : 1	2.67 : 1
0000074	74	0226729	인문사회계열	미디어커뮤니케이션학부	27.59 : 1	5.29 : 1
0000074	41	0215798	인문사회계열	산업심리학과	15.96 : 1	7 : 1
0000074	58	0215796	인문사회계열	동북아문화산업학부	14.39 : 1	6.35 : 1
0000074	47	0215790	인문사회계열	행정학과	13.07 : 1	5.77 : 1
0000074	100	0215794	인문사회계열	법학부	14.49 : 1	5.6 : 1
0000074	32	0215792	인문사회계열	국제학부	13.72 : 1	5.77 : 1
0000074	40	0215793	인문사회계열	자산관리학과 (야)	4 : 1	0 : 1
0000074	134	0010292	인문사회계열	경영학부	17.72 : 1	6.1 : 1
0000074	57	0215795	인문사회계열	국제통상학부	18.19 : 1	6.91 : 1
0000078	57	0018509	인문사회계열	국제통상학과	12.21 : 1	4.5 : 1
0000078	4	0011631	인문사회계열	경영학부	14.64 : 1	4.48 : 1
0000078	100	0015823	인문사회계열	경영학전공	0 : 1	0 : 1
0000078	5	0232280	인문사회계열	글로벌경영전공	13 : 1	0 : 1
0000078	36	0014718	인문사회계열	경영정보학부	11.05 : 1	5.33 : 1
0000078	19	U004968	인문사회계열	경영정보학부	5.86 : 1	4.67 : 1
0000078	45	0215411	인문사회계열	KMU International Business school	7.26 : 1	8.82 : 1
0000078	4	0226395	인문사회계열	재무금융회계학부	0 : 1	0 : 1
0000078	47	0226559	인문사회계열	재무금융전공	7.16 : 1	4.95 : 1
0000078	47	0222964	인문사회계열	회계학전공	7.67 : 1	4.3 : 1
0000100	27	0204997	인문사회계열	식품산업관리학과	8.4 : 1	4.4 : 1
0000100	56	0010185	인문사회계열	광고홍보학과	24.66 : 1	5.05 : 1
0000100	18	0226886	인문사회계열	사회복지학과	19.6 : 1	7.8 : 1
0000100	69	0219194	인문사회계열	경찰행정학부	0 : 1	0 : 1
0000100	5	U005171	인문사회계열	경찰행정학부(자연)	35.6 : 1	0 : 1
0000100	132	0016553	인문사회계열	경영학과	31.44 : 1	4.76 : 1
